varnames,varlabs,t1,sig1_1,sig5_1,sig10_1
"h1_10f","Unit of output measurement of pulses",.7944238,0,0,0
"h1_10g","Price per unit of output of pulses",.0463825,0,0,0
"h1_10h","Total value of pulses",1.000424,0,0,0
"h1_11b","Did you cultivate vegetables?",1.158967,0,0,0
"h1_11e","Quantity harvested of vegetables - kg",.9049599,0,0,0
"h1_11f","Unit of output measurement of vegetables",.1425031,0,0,0
"h1_11g","Price per unit of output of vegetables",.9921258,0,0,0
"h1_11h","Total value of vegetables",.0014596,0,0,0
"h1_12b","Did you cultivate corn?",2.138648,0,1,1
"h1_12e","Quantity harvested of corn - kg",1.308769,0,0,0
"h1_12f","Unit of output measurement of corn",1.385588,0,0,0
"h1_12g","Price per unit of output of corn",.9997669,0,0,0
"h1_12h","Total value of corn",1.620979,0,0,0
"h1_13b","Did you cultivate groundnut?",.180368,0,0,0
"h1_13e","Quantity harvested of groundnut - kg",.067795,0,0,0
"h1_13f","Unit of output measurement of groundnut",.0832056,0,0,0
"h1_13g","Price per unit of output of groundnut",.0468293,0,0,0
"h1_13h","Total value of groundnut",.9572356,0,0,0
"h1_14b","Did you cultivate rajko?",.6171533,0,0,0
"h1_14e","Quantity harvested of rajko - kg",1.100968,0,0,0
"h1_14f","Unit of output measurement of rajko",.9397432,0,0,0
"h1_14g","Price per unit of output of rajko",.999761,0,0,0
"h1_15b","Did you cultivate other1?",.7348583,0,0,0
"h1_15e","Quantity harvested of other1 - kg",.7932654,0,0,0
"h1_15g","Price per unit of output of other1",.494483,0,0,0
"h1_15h","Total value of other1",1.334518,0,0,0
"h1_1_tot_inc","Imputed value of crop income from output and price per output",1.218891,0,0,0
"h1_2_tot_inc","Imputed value of crop income from output and price per output",1.333233,0,0,0
"h1_3_tot_inc","Imputed value of crop income from output and price per output",2.092402,0,1,1
"h1_4_tot_inc","Imputed value of crop income from output and price per output",1.122914,0,0,0
"h1_5_tot_inc","Imputed value of crop income from output and price per output",1.814982,0,0,1
"h1_6_tot_inc","Imputed value of crop income from output and price per output",.0712782,0,0,0
"h1_9_tot_inc","Imputed value of crop income from output and price per output",2.401632,0,1,1
"h1_10_tot_inc","Imputed value of crop income from output and price per output",.4586865,0,0,0
"h1_11_tot_inc","Imputed value of crop income from output and price per output",.2023104,0,0,0
"h1_12_tot_inc","Imputed value of crop income from output and price per output",1.640817,0,0,0
"h1_13_tot_inc","Imputed value of crop income from output and price per output",.0031415,0,0,0
"h1_14_tot_inc","Imputed value of crop income from output and price per output",.9997672,0,0,0
"h1_15_tot_inc","Imputed value of crop income from output and price per output",.0936354,0,0,0
"f_1","Flag variable, where imputed income does not equal income given in survey",2.186383,0,1,1
"f_2","Flag variable, where imputed income does not equal income given in survey",.2284652,0,0,0
"f_3","Flag variable, where imputed income does not equal income given in survey",.9986352,0,0,0
"f_4","Flag variable, where imputed income does not equal income given in survey",.1905011,0,0,0
"f_5","Flag variable, where imputed income does not equal income given in survey",2.003713,0,1,1
"f_9","Flag variable, where imputed income does not equal income given in survey",3.016104,1,1,1
"f_11","Flag variable, where imputed income does not equal income given in survey",.7944238,0,0,0
"f_12","Flag variable, where imputed income does not equal income given in survey",.9997672,0,0,0
"f_13","Flag variable, where imputed income does not equal income given in survey",.0134475,0,0,0
"ag_income","Agricultural income for past 12 months",1.689378,0,0,1
"Total_Cotton_Acres","Total acres of cumin planted in Kharif 2011",1.669741,0,0,1
"cotton_yield","Kilograms of cotton produced per acre of cotton planted",.2018765,0,0,0
"Total_Cumin_Acres","Total acres of cumin planted in Rabi 2011-12",.3884384,0,0,0
"cumin_yield","Kilograms of cumin produced per acre of cumin planted",2.37306,0,1,1
"Total_Wheat_Acres","Total acres of wheat planted in Rabi 2011-12",1.457636,0,0,0
"wheat_yield","Kilograms of wheat produced per acre of wheat planted",.5030534,0,0,0
"crop_income","total crop income",1.646248,0,0,1
"f3_0","(Cumin) Did you solicit or receive any cumin fertilizer advice in R'10-11?",.5666934,0,0,0
"f3_1_1","(Cumin) What was the most important source of fertilizer advice? - Source 1",2.799932,1,1,1
"f3_1_2","(Cumin) What was the most important source of fertilizer advice? - Source 2",.2171317,0,0,0
"f3_2","(Cumin) Did you use fertilizers in R'10-11 for your cumin crop?",.5597735,0,0,0
"f3_3a","(Cumin) Why did you not use fertilizer? - Wrong time in crop phase",.9997672,0,0,0
"f3_3_888","(Cumin) Why did you not use fertilizer? - Other",1.000468,0,0,0
"f3_7","(Cumin) Did you purchase fertilizers or reuse from the previous year?",.7331637,0,0,0
"f3_8a","(Cumin) What chemical fertilizers did you purchase? - urea",.3080859,0,0,0
"f3_8a_qty","(Cumin) What qty of - urea - did you purchase? -kg",.1802073,0,0,0
"f3_8a_rstotal","(Cumin) What is the total expenditure on - urea?",.4649973,0,0,0
"f3_8a_use_qty","(Cumin) What is the amount of urea being used? -kg",.5351291,0,0,0
"f3_8b","(Cumin) What chemical fertilizers did you purchase? - ammonium_sulfate",.99698,0,0,0
"f3_8b_qty","(Cumin) What qty of - ammonium_sulfate - did you purchase? -kg",1.565366,0,0,0
"f3_8b_rstotal","(Cumin) What is the total expenditure on - ammonium_sulfate?",1.190154,0,0,0
"f3_8b_use_qty","(Cumin) What is the amount of ammonium_sulfate being used? -kg",1.39349,0,0,0
"f3_8c","(Cumin) What chemical fertilizers did you purchase? - DAP",1.097222,0,0,0
"f3_8c_qty","(Cumin) What qty of - DAP - did you purchase? -kg",.2842359,0,0,0
"f3_8c_rstotal","(Cumin) What is the total expenditure on - DAP?",1.636327,0,0,0
"f3_8c_use_qty","(Cumin) What is the amount of DAP being used? -kg",.6600726,0,0,0
"f3_8d","(Cumin) What chemical fertilizers did you purchase? - MoP",1.235627,0,0,0
"f3_8d_qty","(Cumin) What qty of - MoP - did you purchase? -kg",.98435,0,0,0
"f3_8d_rstotal","(Cumin) What is the total expenditure on - MoP?",1.45395,0,0,0
"f3_8d_use_qty","(Cumin) What is the amount of MoP being used? -kg",.98435,0,0,0
"f3_8f1","(Cumin) What chemical fertilizers did you purchase? - micronutrient1",.5300928,0,0,0
"f3_8f1_qty","(Cumin) What qty of - micronutrient1 - did you purchase? -kg",.666629,0,0,0
"f3_8f1_rstotal","(Cumin) What is the total expenditure on - micronutrient1?",.4438036,0,0,0
"f3_8g1_use_qty","(Cumin) What is the amount of other1 being used? -kg",.8846493,0,0,0
"f3_8g2_use_qty","(Cumin) What is the amount of other2 being used? -kg",.9997672,0,0,0
"f3_10_apps","(Cumin) No. of chemical fertilizer apps for cumin in R'10-10",.4264853,0,0,0
"f3_10_hhtotal","(Cumin) Total hh labour days for cumin chemical fert",.5760509,0,0,0
"f3_10_hiredtotal","(Cumin) Total hired labour days for cumin chem fert",.7517611,0,0,0
"f3_10_wage","(Cumin) Daily wage for hired labour for cumin chem fert",1.815149,0,0,1
"f3_10_rstotal","(Cumin) Daily wage for hired labour for cumin chem fert",.5754348,0,0,0
"f3_11","(Cumin) Did you use organic fert for cumin in R'10-11?",.3180114,0,0,0
"f3_12a","(Cumin) Did you purchase manure/compost?",.0048202,0,0,0
"f3_12a_kilo","(Cumin) What is the amount of manure/compost used - kg?",1.190726,0,0,0
"f3_12d","(Cumin) Did you purchase cake?",.4495955,0,0,0
"f3_12d_kilo","(Cumin) What is the amount of cake used - kg?",.0029487,0,0,0
"f3_13_apps","(Cumin) No. of organic fert apps for cumin in R'11",.2537552,0,0,0
"f3_13_hhtotal","(Cumin) Total hh labour days for cumin organic fert",.6589219,0,0,0
"f3_13_hiredtotal","(Cumin) Total hired labour days for cumin org fert",.2194313,0,0,0
"f3_13_wage","(Cumin) Daily wage for hired labour for cumin org fert",.9992349,0,0,0
"f3_13_rstotal","(Cumin) Total labor cost for hired labour for cumin org fert",.5828118,0,0,0
"f3_1_1_1","(Cumin Fertilizers 1) Is your most imp source past experience?",.9997672,0,0,0
"f3_1_1_3","(Cumin Fertilizers 1)Is your most imp source cell phone based info?",3.635132,1,1,1
"f3_1_1_7","(Cumin Fertilizers 1)Is your most imp source other farmers?",.3068795,0,0,0
"f3_1_1_8","(Cumin Fertilizers 1)Is your most imp source agro shops?",.4495955,0,0,0
"f3_1_2_3","(Cumin Fertilizers 2)Is your most imp source cell phone based info?",.4495955,0,0,0
"f3_1_2_7","(Cumin Fertilizers 2)Is your most imp source other farmers?",.9997672,0,0,0
"f3_1_2_8","(Cumin Fertilizers 2)Is your most imp source agro shops?",.2725945,0,0,0
"f3_source_1","(Cumin Fertilizers) Is your most imp source past_experience?",.9997672,0,0,0
"f3_source_3","(Cumin Fertilizers) Is your most imp source cell_phone_info?",2.843622,1,1,1
"f3_source_7","(Cumin Fertilizers) Is your most imp source other_farmers?",.1567501,0,0,0
"f3_source_8","(Cumin Fertilizers) Is your most imp source agro_shops?",.0059118,0,0,0
"f3_7_1","(Cumin) Purchased fertilizer for wheat in R'11",.3722141,0,0,0
"f3_7_2","(Cumin) Reused fertilizer for wheat in R'11",1.416856,0,0,0
"f3_8a_use","(Cumin) Did you use urea?",1.105709,0,0,0
"f3_8b_use","(Cumin) Did you use ammonium_sulfate?",.6829239,0,0,0
"f3_8c_use","(Cumin) Did you use DAP?",.1332525,0,0,0
"f3_8d_use","(Cumin) Did you use MoP?",.4228856,0,0,0
"f3_8g1_use","(Cumin) Did you use other1?",.5388801,0,0,0
"f3_8g2_use","(Cumin) Did you use other2?",.5835899,0,0,0
"f3_8e","(cumin) purchased micronutrients",.5253624,0,0,0
"f3_8e_use","(cumin) used micronutrients",.5253624,0,0,0
"f3_8e_qty","(cumin) qty purchased of micronutrient ferts",.6625189,0,0,0
"f3_8e_use_qty","(cumin) qty. used micronutrients",.666629,0,0,0
"f3_8e_rstotal","(cumin) rs spent on micronutrients",.4438036,0,0,0
"f3_12a_use","used manure",.3662077,0,0,0
"f3_12b_use","used biofert",.1641115,0,0,0
"f3_12d_use","used cake",.0941675,0,0,0
"f2_0","(Wheat) Did you solicit or receive any wheat fertilizer advice in R'10-11?",.0119757,0,0,0
"f2_1_1","(Wheat) What was the most important source of fertilizer advice? - Source 1",1.161963,0,0,0
"f2_1_2","(Wheat) What was the most important source of fertilizer advice? - Source 2",.0941313,0,0,0
"f2_2","(Wheat) Did you use fertilizers in R'10-11 for your cotton crop?",.6336588,0,0,0
"f2_3a","(Wheat) Why did you not use fertilizer? - Wrong time in crop phase",.9997672,0,0,0
"f2_3_888","(Wheat) Why did you not use fertilizer? - Other",.4495955,0,0,0
"f2_7","(Wheat) Did you purchase fertilizers or reuse from the previous year?",.9169659,0,0,0
"f2_8a","(Wheat) What chemical fertilizers did you purchase? - urea",.8378529,0,0,0
"f2_8a_qty","(Wheat) What qty of - urea - did you purchase? -kg",.7732466,0,0,0
"f2_8a_rstotal","(Wheat) What is the total expenditure on - urea?",.0704781,0,0,0
"f2_8a_use_qty","(Wheat) What is the amount of urea being used? -kg",1.735668,0,0,1
"f2_8c","(Wheat) What chemical fertilizers did you purchase? - DAP",.1870398,0,0,0
"f2_8c_qty","(Wheat) What qty of - DAP - did you purchase? -kg",.4377949,0,0,0
"f2_8c_rstotal","(Wheat) What is the total expenditure on - DAP?",.2690099,0,0,0
"f2_8c_use_qty","(Wheat) What is the amount of DAP being used? -kg",1.529446,0,0,0
"f2_8d","(Wheat) What chemical fertilizers did you purchase? - MoP",.3741975,0,0,0
"f2_8d_qty","(Wheat) What qty of - MoP - did you purchase? -kg",.1962619,0,0,0
"f2_8d_rstotal","(Wheat) What is the total expenditure on - MoP?",.3845376,0,0,0
"f2_8d_use_qty","(Wheat) What is the amount of MoP being used? -kg",.1000052,0,0,0
"f2_10_apps","(Wheat) No. of chemical fertilizer apps for wheat in R'10-10",.4670255,0,0,0
"f2_10_hhtotal","(Wheat) Total hh labour days for wheat chemical fert",1.292467,0,0,0
"f2_10_hiredtotal","(Wheat) Total hired labour days for wheat chem fert",.4944628,0,0,0
"f2_10_wage","(Wheat) Daily wage for hired labour for wheat chem fert",.7549763,0,0,0
"f2_10_rstotal","(Wheat) Total wage for hired labour for wheat chem fert",.2102584,0,0,0
"f2_11","(Wheat) Did you use organic fert for wheat in R'10-11?",.4543567,0,0,0
"f2_12a","(Wheat) Did you purchase manure/compost?",.5868233,0,0,0
"f2_12a_kilo","(Wheat) What is the amount of manure/compost used - kg?",.8884504,0,0,0
"f2_13_apps","(Wheat) No. of organic fert apps for wheat in R'11",.7827547,0,0,0
"f2_13_hhtotal","(Wheat) Total hh labour days for wheat organic fert",.1860443,0,0,0
"f2_13_hiredtotal","(Wheat) Total hired labour days for wheat org fert",1.481294,0,0,0
"f2_13_wage","(Wheat) Daily wage for hired labour for wheat org fert",1.03188,0,0,0
"f2_13_rstotal","(Wheat) Total labor cost for hired labour for wheat org fert",1.508126,0,0,0
"f2_1_1_1","(Wheat Fertilizers 1) Is your most imp source past experience?",1.262848,0,0,0
"f2_1_1_3","(Wheat Fertilizers 1)Is your most imp source cell phone based info?",2.457467,0,1,1
"f2_1_1_7","(Wheat Fertilizers 1)Is your most imp source other farmers?",1.529658,0,0,0
"f2_1_1_8","(Wheat Fertilizers 1)Is your most imp source agro shops?",.3741975,0,0,0
"f2_1_2_8","(Wheat Fertilizers 2)Is your most imp source agro shops?",.4495955,0,0,0
"f2_source_1","(Wheat Fertilizers) Is your most imp source past_experience?",1.262848,0,0,0
"f2_source_3","(Wheat Fertilizers) Is your most imp source cell_phone_info?",2.457467,0,1,1
"f2_source_7","(Wheat Fertilizers) Is your most imp source other_farmers?",1.529658,0,0,0
"f2_source_8","(Wheat Fertilizers) Is your most imp source agro_shops?",.0048202,0,0,0
"f2_7_1","(Wheat) Purchased fertilizer for wheat in R'11",.3184862,0,0,0
"f2_7_2","(Wheat) Reused fertilizer for wheat in R'11",1.262848,0,0,0
"f2_7_3","(Wheat) Purchased/Reused fertilizer for wheat in R'11",1.414867,0,0,0
"f2_c_total_cost","(Wheat) Total Chemical fertilizer expenditure on wheat in R'11",.1579023,0,0,0
"f2_8a_use","used urea",.2393578,0,0,0
"f2_8b_use","used ammonium sulphate",.5885661,0,0,0
"f2_8c_use","used DAP",.6552192,0,0,0
"f2_8d_use","used MoP",.6144724,0,0,0
"f2_12a_use","(wheat) used manure",.0921461,0,0,0
"f2_12b_use","(wheat) used biofert",.1641115,0,0,0
"f1_0","(Cotton) Did you solicit or receive any fertilizer advice in K'11?",3.029523,1,1,1
"f1_1_1","(Cotton) What was the most important source of fertilizer advice? - Source 1",6.405967,1,1,1
"f1_1_2","(Cotton) What was the most important source of fertilizer advice? - Source 2",3.0521,1,1,1
"f1_2","(Cotton) Did you use fertilizers in K'11 for your cotton crop?",.8975496,0,0,0
"f1_3a","(Cotton) Why did you not use fertilizer? - Wrong time in crop phase",.5300928,0,0,0
"f1_3b","(Cotton) Why did you not use fertilizer? - Too expensive",.9997672,0,0,0
"f1_3e","(Cotton) Why did you not use fertilizer? - Bad experience",1.000468,0,0,0
"f1_3f","(Cotton) Why did you not use fertilizer? - Don't know how",1.000468,0,0,0
"f1_3_888","(Cotton) Why did you not use fertilizer? - Other",1.413555,0,0,0
"f1_7","(Cotton) Did you purchase fertilizers or reuse from the previous year?",.753149,0,0,0
"f1_8a","(Cotton) What chemical fertilizers did you purchase? - urea",1.008339,0,0,0
"f1_8a_qty","(Cotton) What qty of - urea - did you purchase? -kg",1.117328,0,0,0
"f1_8a_rstotal","(Cotton) What is the total expenditure on - urea?",1.292807,0,0,0
"f1_8a_use_qty","(Cotton) What is the amount of urea being used? -kg",.7077466,0,0,0
"f1_8b","(Cotton) What chemical fertilizers did you purchase? - ammonium_sulfate",1.942335,0,0,1
"f1_8b_qty","(Cotton) What qty of - ammonium_sulfate - did you purchase? -kg",.2441379,0,0,0
"f1_8b_rstotal","(Cotton) What is the total expenditure on - ammonium_sulfate?",.1907746,0,0,0
"f1_8b_use_qty","(Cotton) What is the amount of ammonium_sulfate being used? -kg",.4663939,0,0,0
"f1_8c","(Cotton) What chemical fertilizers did you purchase? - DAP",1.112319,0,0,0
"f1_8c_qty","(Cotton) What qty of - DAP - did you purchase? -kg",.6902989,0,0,0
"f1_8c_rstotal","(Cotton) What is the total expenditure on - DAP?",.7731941,0,0,0
"f1_8c_use_qty","(Cotton) What is the amount of DAP being used? -kg",.1426153,0,0,0
"f1_8d","(Cotton) What chemical fertilizers did you purchase? - MoP",.8646674,0,0,0
"f1_8d_qty","(Cotton) What qty of - MoP - did you purchase? -kg",.7211497,0,0,0
"f1_8d_rstotal","(Cotton) What is the total expenditure on - MoP?",1.217848,0,0,0
"f1_8d_use_qty","(Cotton) What is the amount of MoP being used? -kg",.6162969,0,0,0
"f1_8e","(Cotton) What chemical fertilizers did you purchase? - npkgrade1",2.583699,1,1,1
"f1_8e_qty","(Cotton) What qty of - npkgrade1 - did you purchase? -kg",1.980814,0,1,1
"f1_8e_rstotal","(Cotton) What is the total expenditure on - npkgrade1?",1.705615,0,0,1
"f1_8e_use_qty","(Cotton) What is the amount of npkgrade1 being used? -kg",2.018888,0,1,1
"f1_8g1","(Cotton) What chemical fertilizers did you purchase? - other1",2.200857,0,1,1
"f1_8g1_qty","(Cotton) What qty of - other1 - did you purchase? -kg",2.172661,0,1,1
"f1_8g1_rstotal","(Cotton) What is the total expenditure on - other1?",.4676492,0,0,0
"f1_8g1_use_qty","(Cotton) What is the amount of other1 being used? -kg",2.156037,0,1,1
"f1_8g2","(Cotton) What chemical fertilizers did you purchase? - other2",1.000468,0,0,0
"f1_8g2_qty","(Cotton) What qty of - other2 - did you purchase? -kg",1.000468,0,0,0
"f1_8g2_rstotal","(Cotton) What is the total expenditure on - other2?",1.000468,0,0,0
"f1_8g2_use_qty","(Cotton) What is the amount of other2 being used? -kg",1.000468,0,0,0
"f1_10_apps","(Cotton) No. of chemical fertilizer apps for cotton in K'10",.354468,0,0,0
"f1_10_hhtotal","(Cotton) Total hh labour days for cotton chemical fert",1.540486,0,0,0
"f1_10_hiredtotal","(Cotton) Total hired labour days for cotton chem fert",1.097408,0,0,0
"f1_10_wage","(Cotton) Daily wage for hired labour for cotton chem fert",.1327145,0,0,0
"f1_10_rstotal","(Cotton) Daily wage for hired labour for cotton chem fert",1.036214,0,0,0
"f1_11","(Cotton) Did you use organic fert for cotton in K'11?",1.645239,0,0,0
"f1_12a","(Cotton) Did you purchase manure/compost?",.6270066,0,0,0
"f1_12a_kilo","(Cotton) What is the amount of manure/compost used- kg?",1.475205,0,0,0
"f1_12b","(Cotton) Did you purchase biofertilizer?",2.003713,0,1,1
"f1_12b_kilo","(Cotton) What is the amount of biofertilizer used- kg?",1.646101,0,0,1
"f1_12c","(Cotton) Did you purchase vermicompost?",1.31337,0,0,0
"f1_12d","(Cotton) Did you purchase cake?",.6503333,0,0,0
"f1_12d_kilo","(Cotton) What is the amount of cake used- kg?",1.94372,0,0,1
"f1_13_apps","(Cotton) No. of organic fert apps for cotton in K'11",1.480286,0,0,0
"f1_13_hhtotal","(Cotton) Total hh labour days for cotton organic fert",.7928579,0,0,0
"f1_13_hiredtotal","(Cotton) Total hired labour days for cotton org fert",1.066086,0,0,0
"f1_13_wage","(Cotton) Daily wage for hired labour for cotton org fert",1.079761,0,0,0
"f1_13_rstotal","(Cotton) Total labor cost for hired labour for cotton org fert",1.188962,0,0,0
"f1_1_1_1","(Cotton Fertilizers 1) Is your most imp source past experience?",.5330262,0,0,0
"f1_1_1_3","(Cotton Fertilizers 1) Is your most imp source cell phone based info?",6.75592,1,1,1
"f1_1_1_6","(Cotton Fertilizers 1) Is your most imp source NGOs?",1.000468,0,0,0
"f1_1_1_7","(Cotton Fertilizers 1) Is your most imp source other farmers?",.6355751,0,0,0
"f1_1_1_8","(Cotton Fertilizers 1) Is your most imp source agro shops?",1.725122,0,0,1
"f1_1_2_1","(Cotton Fertilizers 2) Is your most imp source past experience?",.3741975,0,0,0
"f1_1_2_2","(Cotton Fertilizers 2) Is your most imp source TV program?",1.416856,0,0,0
"f1_1_2_3","(Cotton Fertilizers 2) Is your most imp source cell phone based info?",2.457467,0,1,1
"f1_1_2_7","(Cotton Fertilizers 2) Is your most imp source other farmers?",2.680171,1,1,1
"f1_1_2_8","(Cotton Fertilizers 2) Is your most imp source agro shops?",.7264646,0,0,0
"f1_source_1","(Cotton Fertilizers) Is your most imp source past_experience?",.3272923,0,0,0
"f1_source_2","(Cotton Fertilizers) Is your most imp source TV?",1.416856,0,0,0
"f1_source_3","(Cotton Fertilizers) Is your most imp source cell_phone_info?",7.244001,1,1,1
"f1_source_6","(Cotton Fertilizers) Is your most imp source NGOs?",1.000468,0,0,0
"f1_source_7","(Cotton Fertilizers) Is your most imp source other_farmers?",1.54194,0,0,0
"f1_source_8","(Cotton Fertilizers) Is your most imp source agro_shops?",1.727396,0,0,1
"f1_7_1","(Cotton) Purchased fertilizer for cotton in K'11",1.137702,0,0,0
"f1_7_2","(Cotton) Reused fertilizer for cotton in K'11",1.734058,0,0,1
"f1_7_3","(Cotton) Purchased/Reused fertilizer for cotton in K'11",.215819,0,0,0
"f1_c_total_cost","(Cotton) Total Chemical fertilizer expenditure on cotton in K'11",.095991,0,0,0
"f1_u_d_cost","(Cotton) Total UREA and DAP expenditure on cotton in K'11",1.005742,0,0,0
"f1_8a_use","(Cotton) Did you use urea?",.7609114,0,0,0
"f1_8b_use","(Cotton) Did you use ammonium_sulfate?",1.62275,0,0,0
"f1_8c_use","(Cotton) Did you use DAP?",.5249851,0,0,0
"f1_8d_use","(Cotton) Did you use MoP?",1.151043,0,0,0
"f1_8e_use","(Cotton) Did you use npkgrade1?",2.402154,0,1,1
"f1_8g1_use","(Cotton) Did you use other1?",1.448923,0,0,0
"f1_8g2_use","(Cotton) Did you use other2?",.8923651,0,0,0
"f1_12a_use","used manure",.2179313,0,0,0
"f1_12b_use","used biofert",2.003335,0,1,1
"f1_12d_use","used castor cake",1.205096,0,0,0
"G_correct","Total correct answers for general ag questions",.0335857,0,0,0
"C_correct","Total correct answers for Cotton",1.041641,0,0,0
"W_correct","Total correct answers for Wheat",.3438407,0,0,0
"J_correct","Total correct answers for Cumin",.1019587,0,0,0
"overall_correct","Total correct answers for all the sections",.5950592,0,0,0
"G4","Which essential plant nutrient does UREA contain?",.3597073,0,0,0
"G8","Which is the bst fertilizer for adding phosphorus in the soil?",.8793285,0,0,0
"G9","Which is the bst fertilizer for adding potash in the soil?",.5610598,0,0,0
"G10","Which is the bst fertilizer for adding sulphur in the soil?",.6106809,0,0,0
"C5","Do you know what a pheromone trap is?",.3700205,0,0,0
"C6","What is the use of the pheromone trap in agriculture?",.1436154,0,0,0
"W1","Optimum time of timely sowing of wheat: 10- 25 Nov",.6199487,0,0,0
"W2","Late sowing planting date: 10-15 Dec",.5682282,0,0,0
"W4","Which wheat diease affecs the grain qualitly and thus price of wheat? - Black po",1.301225,0,0,0
"W5","Which variety of wheat is recommended in Gujarat for Late Sowing?",.4257272,0,0,0
"W7","What is the recommended dose of nitrogen in irrigated wheat?",.4096871,0,0,0
"W8","What is the recommended dose of phosphorus in irrigated wheat?",.6112615,0,0,0
"J1","Which newly recommended varity of cumin is wilt-reistant?",1.762449,0,0,1
"J2","What is the best time for sowing cumin?",2.543596,0,1,1
"J6","What is the recommended dose of Nitrogen for cumin?",.828487,0,0,0
"d21","Does this farmer grow cotton?",.3829182,0,0,0
"d22","Does this farmer grow wheat?",.6770296,0,0,0
"d23","Does this farmer grow cumin?",.6988685,0,0,0
"c3_1","(Cumin) Did you solicit or receive advice for planting cumin?",.3099118,0,0,0
"c3_21","(Cumin) What were the important sources for this advice? - First",2.279647,0,1,1
"c3_22","(Cumin) What were the important sources for this advice? - Second",.8308826,0,0,0
"c3_3","(Cumin) Did you plant cumin last rabi?",.6988685,0,0,0
"c3_5a","(Cumin) What was the total area you planted? - Acres",.3884384,0,0,0
"c3_6","(Cumin) Do you treat your soil before cumin planting?",1.035191,0,0,0
"c3_7a","(Cumin) How did you treat your soil? - Add organic manure",1.764838,0,0,1
"c3_7b","(Cumin) How did you treat your soil? - Clean the soil from harvest",1.48608,0,0,0
"c3_7c","(Cumin) How did you treat your soil? - Ploughing/Furrowing/Pulverizing",1.094243,0,0,0
"c3_7d","(Cumin) How did you treat your soil? - Leveling the soil",1.230547,0,0,0
"c3_7e","(Cumin) How did you treat your soil? - Preparing irrigation bed/furrows",1.332561,0,0,0
"c3_9","(Cumin) How many times did you irrigate your Cumin crop in last Rabi?",.9756387,0,0,0
"c3_10_rstotal","(Cumin) Total cost for irrigation in R'11",.5019755,0,0,0
"c3_10_rsunit","(Cumin) Cost per irrigation in R'11",1.584379,0,0,0
"c3_10_diesel","(Cumin) Diesel cost of irrigation in R'11",2.43851,0,1,1
"c3_10_lightbill","(Cumin) Light cost of irrigation in R'11",.4067625,0,0,0
"c3_21_1","(Cumin General 1) Is your most imp source past experience?",.0034036,0,0,0
"c3_21_3","(Cumin General 1) Is your most imp source cell phone based info?",5.492845,1,1,1
"c3_21_6","(Cumin General 1) Is your most imp source NGOs?",1.000468,0,0,0
"c3_21_7","(Cumin General 1) Is your most imp source other farmers?",2.730693,1,1,1
"c3_21_8","(Cumin General 1) Is your most imp source agro shops?",.1937494,0,0,0
"c3_22_1","(Cumin General 2) Is your most imp source past experience?",.6366248,0,0,0
"c3_22_2","(Cumin General 2) Is your most imp source TV program?",1.000468,0,0,0
"c3_22_3","(Cumin General 2) Is your most imp source cell phone based info?",.9997672,0,0,0
"c3_22_7","(Cumin General 2) Is your most imp source other farmers?",.4421881,0,0,0
"c3_22_8","(Cumin General 2) Is your most imp source agro shops?",.2238616,0,0,0
"c3_source_1","(Cumin General) Is your most imp source past_experience?",.5061595,0,0,0
"c3_source_2","(Cumin General) Is your most imp source TV?",1.000468,0,0,0
"c3_source_3","(Cumin General) Is your most imp source cell_phone_info?",5.589114,1,1,1
"c3_source_6","(Cumin General) Is your most imp source NGOs?",1.000468,0,0,0
"c3_source_7","(Cumin General) Is your most imp source other_farmers?",2.368551,0,1,1
"c3_source_8","(Cumin General) Is your most imp source agro_shops?",.2946776,0,0,0
"c3_irrigation_cost","(Cumin) Final irrigation cost for cumin in R'11-12",.5019755,0,0,0
"c2_1","(Wheat) Did you solicit or receive advice for planting wheat in Rabi 11-12?",1.498016,0,0,0
"c2_21","(Wheat) What were the important sources for this advice? - First",1.889118,0,0,1
"c2_22","(Wheat) What were the important sources for this advice? - Second",.3224759,0,0,0
"c2_3","(Wheat) Did you plant wheat in Rabi 11-12?",.6770296,0,0,0
"c2_5a","(Wheat) What was the total area you planted? - Acres",1.457636,0,0,0
"c2_6","(Wheat) Do you treat your soil before wheat planting?",.4531326,0,0,0
"c2_7a","(Wheat) How did you treat your soil? - Add organic manure",.5609203,0,0,0
"c2_7b","(Wheat) How did you treat your soil? - Clean the soil from harvest",.4382867,0,0,0
"c2_7c","(Wheat) How did you treat your soil? - Ploughing/Furrowing/Pulverizing",.136822,0,0,0
"c2_7d","(Wheat) How did you treat your soil? - Leveling the soil",1.004309,0,0,0
"c2_7e","(Wheat) How did you treat your soil? - Preparing irrigation bed/furrows",.6856459,0,0,0
"c2_10","(Wheat) How many times did you irrigate your wheat crop in last Rabi?",.7973179,0,0,0
"c2_11_rstotal","(Wheat) Total cost for irrigation in Rabi",.804054,0,0,0
"c2_11_rsunit","(Wheat) Cost per irrigation in Rabi",.4065926,0,0,0
"c2_11_diesel","(Wheat) Diesel cost of irrigation in Rabi",.9840563,0,0,0
"c2_11_lightbill","(Wheat) Light cost of irrigation in Rabi",.648571,0,0,0
"c2_9_1","(Wheat) Have you grown irrigated wheat in the last Rabi?",.6787262,0,0,0
"c2_9_2","(Wheat) Have you grown unirrigated wheat in the last Rabi?",.0034036,0,0,0
"c2_21_1","(Wheat General 1) Is your most imp source past experience?",.7034969,0,0,0
